Proximity,Feasibility,K_Feasibility(50),FeaturesChanged,DiscriminativePower(20),DCG@6,explainer
2.5797586742990717,1.2166097004001852,1.9669585263353215,0.36363636363636365,0.35,0.6848999938321775,dice
2.4056662515566627,1.3622986158122254,1.7660966206919568,0.36363636363636365,0.35,0.1673773636953778,dice
2.9272727272727272,1.5980250827075235,2.6091209049570305,0.36363636363636365,0.0,0.40355604729997097,dice
2.611860009011049,1.99208756476787,2.683283249733081,0.36363636363636365,0.15,0.8499555687591343,dice
2.1232876712328768,1.5939261858938072,2.1778422396304125,0.2727272727272727,0.0,0.43076876180950324,dice
2.2465753424657535,1.0204077383805652,1.658111332076407,0.2727272727272727,0.3,0.4746847163844649,dice
1.8728270371884597,1.4898782389665783,1.797318112930007,0.45454545454545453,0.1,0.8006505682989675,dice
3.7958109705063996,2.4665633259411957,3.1576916542190276,0.45454545454545453,0.0,0.9389533995410424,dice
1.2191780821917808,0.3653991692152162,0.7440374182707764,0.18181818181818182,0.4,0.07807280813326513,dice
2.4225756946803023,1.33938702089387,1.4939038277757808,0.36363636363636365,0.45,0.5666244216120676,dice
1.2465753424657535,0.34873957507830483,1.3100883480142307,0.18181818181818182,0.0,0.08783190914992327,dice
2.2465753424657535,1.2032077067213163,1.621027750168541,0.2727272727272727,0.3,0.08783190914992327,dice
3.827134986225895,1.6019472432921997,1.9219036892606822,0.45454545454545453,0.1,0.754204672396418,dice
1.3005311713726586,0.40269540398521003,1.2815322636998496,0.2727272727272727,0.0,0.18588313620011465,dice
3.9251141552511415,1.9683554096380997,2.8593379444281095,0.45454545454545453,0.5,0.7709959902716369,dice
1.3675651474975439,0.429784476528828,1.3360473446180618,0.36363636363636365,0.0,0.21940012426255726,dice
0.5588202404249372,0.3758284294132008,0.7666061997462102,0.2727272727272727,0.0,0.28621211872378555,dice
2.0375817764328046,1.9142941051999283,2.155519143605177,0.36363636363636365,0.0,1.071665406643032,dice
1.2490884732722083,1.066096662260472,1.4844069145751333,0.36363636363636365,0.0,0.6580478108422145,dice
2.305115287369335,1.5090871353635986,2.402173599785543,0.36363636363636365,0.1,0.5708862536506426,dice
2.2241601174701913,1.8496467878346685,2.106021034239112,0.45454545454545453,0.0,1.1330362310283095,dice
1.4328767123287671,0.2574505956199605,0.48947954626961915,0.2727272727272727,0.0,0.5559404774908144,dice
