Proximity,Feasibility,Feasibility w.r.t k-neigbors k=50,Features Changed (normalized),Discriminative Power k=20,DCG @6,explainer
1.4246575342465753,0.8720635844813037,1.2610378400962032,0.18181818181818182,0.0,0.15126606575820117,dice
2.452054794520548,0.6522433396921923,0.9673728964724105,0.2727272727272727,0.05,0.16102516677485934,dice
1.452054794520548,0.5383610548260966,0.8054748773661845,0.18181818181818182,0.25,0.16102516677485934,dice
1.7187214611872146,0.3112482232033913,0.6748609902619864,0.2727272727272727,0.5,0.2758722489277642,dice
1.785015376013419,0.7805574873445359,1.2093092980761952,0.2727272727272727,0.1,0.5292620667823593,dice
2.4383561643835616,0.9023925431148345,1.6075454712320039,0.2727272727272727,0.75,0.15614561626653026,dice
2.452054794520548,0.7610650562349548,1.5376866520184433,0.2727272727272727,0.05,0.547877974009401,dice
2.370450097847358,1.5283157861325598,1.980095537806426,0.36363636363636365,0.0,0.6856952739609845,dice
1.2721833939055074,0.7764141272947536,1.0141300568628733,0.2727272727272727,0.0,0.552152251504505,dice
1.8639269406392693,1.3267311974036757,1.5956207800399511,0.2727272727272727,0.0,0.7293421657436681,dice
1.526698350573106,0.9741044008078343,1.318587976373968,0.2727272727272727,0.0,0.2533068820847318,dice
3.315068493150685,1.8123181775823654,2.3256077100072834,0.36363636363636365,0.0,0.49908246892611025,dice
1.452054794520548,0.44458155653672465,0.8229223110449658,0.18181818181818182,0.35,0.16102516677485934,dice
0.4520547945205479,0.1542039322238575,0.3861024913531585,0.09090909090909091,0.0,0.16102516677485934,dice
1.4383561643835616,0.2938216382443388,0.6623673405604271,0.18181818181818182,0.0,0.15614561626653026,dice
2.1588732908160058,0.6319825828365233,1.5619255218443957,0.36363636363636365,0.3,0.48662870168777256,dice
1.8639269406392693,0.9467007483018869,1.4513523870858842,0.2727272727272727,0.0,0.3424893585091265,dice
1.452054794520548,0.454673376199795,0.7580741904520591,0.18181818181818182,0.05,0.16102516677485934,dice
0.6275960099123237,0.31883830553996007,0.4143351937314742,0.18181818181818182,0.0,0.2527353035910754,dice
2.1561643835616437,1.3140300718468454,1.8334991756795531,0.2727272727272727,0.0,0.4714095596752703,dice
1.2201781841080899,0.20611707077638408,0.4810591754448447,0.2727272727272727,0.0,0.7550777879021837,Cadex
1.188011009528533,0.19047882181666204,0.46542092648512273,0.2727272727272727,0.0,0.7358619243562429,Cadex
1.1524003087781773,0.17828409902773895,0.45322620369619954,0.2727272727272727,0.0,0.7149242977249026,Cadex
1.5049785475154627,0.36546916287176023,0.5876039957493036,0.36363636363636365,0.1,0.8552497232504135,Cadex
1.105896821161009,0.15657399984032255,0.43151610450878325,0.2727272727272727,0.0,0.6834382368438294,Cadex
1.5040602738699165,0.36638743651730665,0.58852226939485,0.36363636363636365,0.1,0.8547905864276404,Cadex
0.5918835083752358,0.23976581839951347,0.4520202489992562,0.36363636363636365,0.0,0.2569302058050553,Fimap
0.5902765294955297,0.24137279727921962,0.4508632242058679,0.36363636363636365,0.0,0.25612671636520223,Fimap
1.5784654689831705,0.4061979620332226,0.7901910327901686,0.45454545454545453,0.1,0.24511914529269613,Fimap
0.5664248400594246,0.22440816018471238,0.4400942561559889,0.36363636363636365,0.0,0.2339967900144967,Fimap
0.5648178611797184,0.22601513906441853,0.4388980074463084,0.36363636363636365,0.0,0.2331933005746436,Fimap
0.4520547945205479,0.1542039322238575,0.3861024913531585,0.09090909090909091,0.0,0.16102516677485934,Cadex
0.8886939129778482,0.136986301369863,0.21534538987548102,0.18181818181818182,0.0,0.3793447260035095,Cadex
2.051707611607985,0.7586897772807752,0.9931710829940283,0.36363636363636365,0.05,1.1750904673789333,wachter
