Proximity,Feasibility,Feasibility w.r.t k-neigbors k=50,Features Changed (normalized),Discriminative Power k=20,DCG @6,explainer
1.1333333333333333,0.7187097549310679,1.603272528483238,0.18181818181818182,0.7,0.05742354107645241,dice
1.726027397260274,0.8556960563009308,1.8226118768213515,0.18181818181818182,0.8,0.25861617694144073,dice
1.191780821917808,1.3436869521196153,1.9021837825719927,0.18181818181818182,0.2,0.06831370711660699,dice
1.6849315068493151,0.9808102115520724,1.9310018046717223,0.18181818181818182,0.65,0.24397752541645354,dice
1.2362258953168044,0.3199267819886927,0.8310640066179507,0.18181818181818182,0.9,0.1181129476584022,dice
1.316326530612245,1.468232660814052,1.9766668886299,0.18181818181818182,0.2,0.3163265306122449,dice
1.2,1.3519061302018072,1.7070132921698564,0.18181818181818182,0.4,0.08613531161467862,dice
2.0,1.556152677305497,1.872599512979837,0.18181818181818182,0.3,0.38685280723454163,dice
0.30612244897959184,0.45802857918139894,1.2938960660031975,0.09090909090909091,0.05,0.30612244897959184,dice
1.3424657534246576,1.3348292311377172,1.8113262585542678,0.18181818181818182,0.2,0.12198876270822677,dice
0.8,0.9519061302018071,1.768909041957867,0.09090909090909091,0.0,0.3445412464587145,dice
0.9163265306122449,1.068232660814052,1.7968279278909391,0.18181818181818182,0.05,0.5747324654562808,dice
1.0,1.1519061302018072,1.740101590791171,0.09090909090909091,0.2,0.0,dice
1.1095890410958904,1.1245088699278345,1.73125851544001,0.18181818181818182,0.1,0.039036404066632564,dice
0.5061224489795919,0.6512440592675426,1.3694886782773614,0.18181818181818182,0.05,0.3922577605942705,dice
0.9257116620752984,0.8578382755041712,1.582271247196538,0.18181818181818182,0.0,0.4120186402914708,dice
0.3163265306122449,0.468232660814052,1.3036919843705448,0.09090909090909091,0.05,0.3163265306122449,dice
0.9428571428571428,1.0335387832630316,1.7896713151944963,0.18181818181818182,0.0,0.4873983893158573,dice
1.7333333333333334,1.6180482487723191,2.0178830627652697,0.18181818181818182,0.05,0.3158294759204882,dice
1.366850321395776,1.1245833176094695,1.4319266699616586,0.18181818181818182,0.05,0.18342516069788797,dice
1.7677794482552085,0.6104923808187014,0.9417160806088224,0.5454545454545454,0.1,0.9231336060153418,Fimap
1.7714921093487614,0.6142050419122544,0.945466742082379,0.5454545454545454,0.1,0.9249650596601707,Fimap
1.9151685946237236,1.6679047908041467,2.3309174478517947,0.45454545454545453,0.05,0.871083898401692,wachter
2.170720402123583,2.0844352823924575,2.725442503597319,0.45454545454545453,0.05,1.0804924552128463,wachter
1.9711458064450913,1.7480379135275559,2.4580659081977414,0.45454545454545453,0.05,0.9653990349246208,wachter
2.0752199429867604,1.9889348232556343,2.6337620628259693,0.45454545454545453,0.05,1.0327422256444347,wachter
2.3213594456197693,2.0664879872435966,2.8581212854689486,0.45454545454545453,0.05,1.2374446300221638,wachter
2.0724651220501213,1.9861800023189953,2.631117434726795,0.45454545454545453,0.05,1.0313648151761152,wachter
1.8534474874480709,1.8683673162800152,2.462813981265406,0.45454545454545453,0.05,0.8759376305281514,wachter
1.9523118265721502,1.9672316554040945,2.558491891585729,0.45454545454545453,0.05,0.9100636776412115,wachter
2.3273282243158206,2.072456765939648,2.8638513130171583,0.45454545454545453,0.05,1.2404290193701895,wachter
1.9709396633818055,1.925470870181292,2.550216494298547,0.45454545454545453,0.05,0.9550918817603248,wachter
2.040672239607888,1.9567751191158556,2.564745418313992,0.45454545454545453,0.05,0.9644479657917334,Cem
