Proximity,Feasibility,K_Feasibility(3),FeaturesChanged,DiscriminativePower(9),DCG@6,explainer
0.8338083380833808,0.9844932695902302,1.021718463946358,0.09090909090909091,0.1111111111111111,0.4169041690416904,dice
1.2741827418274183,0.30158000210139085,0.39952054818283705,0.18181818181818182,0.0,0.13709137091370913,dice
1.924931129476584,1.3203624536528396,1.377898344080237,0.18181818181818182,0.4444444444444444,0.7851989625324527,dice
0.7373737373737373,0.8880586688805867,0.9474507515722644,0.09090909090909091,0.0,0.3175695832258353,dice
1.3466634666346664,0.6407273935753056,0.7344869065129007,0.18181818181818182,0.0,0.5601845405518748,dice
0.7672176308539945,0.9179025623608439,0.9772946450525216,0.09090909090909091,0.0,0.33042264854942144,dice
0.4890797668307262,0.6397646983375755,0.6853166426278693,0.18181818181818182,0.0,0.2120743596480816,dice
0.6714876033057852,0.8221725348126345,0.8815646175043123,0.09090909090909091,0.0,0.2891939697806875,dice
0.9299824816429982,1.0806674131498475,1.1136861308233446,0.18181818181818182,0.1111111111111111,0.40091957479842305,dice
1.6796767967679678,0.8011379839825795,0.8397177994704185,0.18181818181818182,0.0,0.33983839838398383,dice
0.991019910199102,1.1417048417059512,1.178930036062079,0.09090909090909091,0.1111111111111111,0.495509955099551,dice
1.1140770311812707,0.8753472466231511,0.9380011973635719,0.18181818181818182,0.1111111111111111,0.6666275566865257,dice
0.8151974288337924,0.9658823603406417,1.0252744430323195,0.09090909090909091,0.1111111111111111,0.3510864228004175,dice
0.6671258034894398,0.8178107349962891,0.8772028176879668,0.09090909090909091,0.0,0.28731544484877874,dice
0.711662075298439,0.8623470068052883,0.9217390894969659,0.09090909090909091,0.0,0.3064961731008996,dice
1.2364039279623695,1.3684699050381313,1.3765430886494754,0.18181818181818182,0.1111111111111111,0.5815317869807419,dice
0.45838058380583807,0.2991969103364503,0.33989220154991595,0.18181818181818182,0.3333333333333333,0.1716731667461279,dice
0.6845730027548209,0.8352579342616702,0.8946500169533479,0.09090909090909091,0.0,0.2948295445764137,dice
1.0,0.3643835616438356,0.7881278538812785,0.09090909090909091,0.3333333333333333,0.0,dice
1.1472449418371735,1.258902755647629,1.266189666183308,0.18181818181818182,0.2222222222222222,0.6083589361518306,dice
0.04999049990499905,0.20067543141184835,0.23790062576797608,0.09090909090909091,0.0,0.024995249952499524,cadex
0.04999049990499905,0.20067543141184835,0.23790062576797608,0.09090909090909091,0.0,0.024995249952499524,cadex
0.09080682643561129,0.24149175794246058,0.2515060679448468,0.18181818181818182,0.1111111111111111,0.05074748479215085,cadex
1.0906505914073852,0.09065059140738513,0.11354464683195764,0.45454545454545453,1.0,0.05994616745095668,fimap
1.1087443180521908,0.10874431805219079,0.1316383734767633,0.45454545454545453,1.0,0.07031313419451087,fimap
1.1419283703161256,0.08665631074621487,0.106230517950406,0.45454545454545453,0.2222222222222222,0.09357941619818708,fimap
0.13190271684657018,0.20039586753150168,0.2378074378078605,0.2727272727272727,0.2222222222222222,0.09184337520310974,cadex
0.18171906211746092,0.2502122128023924,0.28762378307875125,0.36363636363636365,0.2222222222222222,0.11329810732017272,cadex
0.07596323237484541,0.22664816388169473,0.26387335823782243,0.2727272727272727,0.0,0.04616694914950216,wachter
0.08749732730763146,0.23818225881448077,0.27084124312494634,0.2727272727272727,0.0,0.05327001450948149,wachter
0.06883068830688308,0.21951561981373238,0.2567408141698601,0.09090909090909091,0.0,0.03441534415344154,cem
0.4409844098440984,0.5916693413509477,0.6288945357070754,0.09090909090909091,0.1111111111111111,0.2204922049220492,cfproto
3.0273972602739727,1.0,1.2884074177616254,0.36363636363636365,0.3333333333333333,0.41425006750851423,growing-spheres
3.1532691583266668,0.18066641860063953,0.20021693374049412,0.7272727272727273,0.2222222222222222,0.46168867002294917,growing-spheres
3.211730272735624,1.2391275330095965,1.5003240664174802,0.6363636363636364,0.3333333333333333,0.5253956175609316,growing-spheres
3.365219961676832,0.29855329501016564,0.3213843452384761,0.6363636363636364,1.0,0.569163889131464,growing-spheres
3.2755506803041192,1.302947940578092,1.6030172609059985,0.6363636363636364,0.5555555555555556,0.5711724983020009,growing-spheres
3.325439222029813,2.2059256631816164,2.2223236378966162,0.6363636363636364,0.5555555555555556,0.6107908011244682,growing-spheres
3.2011309159778767,0.17373365570390398,0.8096545080631126,0.6363636363636364,0.4444444444444444,0.4968747794086796,growing-spheres
2.55952496896075,0.27801346024767565,0.281368653616961,0.6363636363636364,1.0,0.3264891918404828,growing-spheres
3.5202951417269275,0.4258305065577913,0.4463367792749775,0.5454545454545454,1.0,0.6222498692003686,growing-spheres
3.237285270532325,1.1687921198473936,1.18249074998438,0.5454545454545454,0.0,0.5505993865924219,growing-spheres
3.632596306848755,1.4577384184879307,1.5394611532439335,0.7272727272727273,0.2222222222222222,0.7420728094780203,growing-spheres
3.447999011569282,1.4753962718432545,1.7909597471127103,0.7272727272727273,0.7777777777777778,0.6524706066578706,growing-spheres
3.412931877431718,0.3581373568837729,0.41232304942562986,0.5454545454545454,0.0,0.6354122030538225,growing-spheres
3.5962547990031197,1.5688575387291475,1.7397611513157347,0.6363636363636364,0.2222222222222222,0.6957474544040508,growing-spheres
1.1316652688472648,0.01020408163265306,0.030705432858074738,0.36363636363636365,1.0,0.08497972506505952,face
1.0768707482993198,0.01020408163265306,0.02846892181530146,0.2727272727272727,1.0,0.030185204517114306,face
1.172481595377877,0.01020408163265306,0.07342900630571864,0.36363636363636365,1.0,0.11073195990471082,face
1.1332121889851832,0.01020408163265306,0.03974466498928338,0.2727272727272727,1.0,0.11438207437148196,face
1.1453638989842512,0.01020408163265306,0.026139222812412637,0.36363636363636365,1.0,0.09867835520204582,face
1.1316652688472648,0.01020408163265306,0.030705432858074738,0.36363636363636365,1.0,0.08497972506505952,face
1.2477094429876365,0.01020408163265306,0.10325730691842377,0.45454545454545453,0.4444444444444444,0.129303181998259,face
0.5305295395699274,0.0,0.1486574251633859,0.36363636363636365,0.2222222222222222,0.3115102217588695,face
1.2475683730837868,0.01020408163265306,0.09538758186948193,0.36363636363636365,1.0,0.20731198525739747,face
1.5370401252237291,0.0,0.1044410012639871,0.45454545454545453,0.4444444444444444,0.28463138185415904,face
