Proximity,Feasibility,K_Feasibility(3),FeaturesChanged,DiscriminativePower(9),DCG@6,explainer
2.0,0.044310875034945484,0.12966483397011774,0.18181818181818182,1.0,0.0,dice
1.2666666666666666,0.24796384307147515,0.29555601641190204,0.18181818181818182,0.8888888888888888,0.0949885832288059,dice
0.5333333333333333,0.44981828347777464,0.47932780418103316,0.09090909090909091,0.1111111111111111,0.1899771664576118,dice
2.0,0.4380672817072034,0.5810113999937875,0.18181818181818182,0.6666666666666666,0.38685280723454163,dice
2.0,0.3283291398751281,0.407188210328221,0.18181818181818182,1.0,0.38685280723454163,dice
2.0,0.4716149473488025,0.7234305006361964,0.18181818181818182,0.6666666666666666,0.38685280723454163,dice
0.6666666666666666,0.5831516168111079,0.6126611375143665,0.09090909090909091,0.1111111111111111,0.23747145807201475,dice
1.2936179981634526,0.4944846461925273,0.5507165237661722,0.18181818181818182,0.8888888888888888,0.12645438883743565,dice
1.821917808219178,0.8745969620725002,0.9338272295219457,0.18181818181818182,1.0,0.821917808219178,dice
1.0612244897959184,0.245578231292517,0.26189544310875035,0.18181818181818182,0.8888888888888888,0.038628352259476986,dice
2.0,0.18113875687261205,0.24186003168390643,0.18181818181818182,0.6666666666666666,0.38685280723454163,dice
0.8210045662100456,0.4735346193271829,0.4810486751778336,0.18181818181818182,0.1111111111111111,0.4776483993343241,dice
2.0,1.1537414965986394,1.1622775137452241,0.18181818181818182,0.1111111111111111,0.38685280723454163,dice
1.6986301369863015,1.1246761718385985,1.1971764048084987,0.18181818181818182,0.7777777777777778,0.6986301369863014,dice
1.7333333333333334,0.651299972043612,0.6881111074646298,0.18181818181818182,1.0,0.26121860387921625,dice
1.0,1.0972789115646258,1.1133072407045008,0.09090909090909091,0.0,0.38685280723454163,dice
1.1095890410958904,0.38284409654272666,0.4347994905724846,0.18181818181818182,0.0,0.49644184833043203,dice
1.182312925170068,0.4457366508247135,0.6353865747212126,0.18181818181818182,0.1111111111111111,0.5444931871153809,dice
2.0,1.371521759388687,1.3995185288727363,0.18181818181818182,0.8888888888888888,0.38685280723454163,dice
1.6,1.32594352809617,1.3559997514987732,0.18181818181818182,1.0,0.21372431226481328,dice
0.17248159537787716,0.09910539558289069,0.17002007304575886,0.2727272727272727,0.1111111111111111,0.11073195990471082,cadex
0.17248159537787716,0.09910539558289069,0.17002007304575886,0.2727272727272727,0.1111111111111111,0.11073195990471082,cadex
0.12146118721461187,0.14468886511621615,0.1711849225472033,0.18181818181818182,0.1111111111111111,0.07854166635514667,cadex
0.13837480197558474,0.1332121889851831,0.18138900417985634,0.2727272727272727,0.1111111111111111,0.08415721234789887,fimap
1.1383748019755848,0.35476656415991054,0.402466374677725,0.36363636363636365,0.8888888888888888,0.08415721234789887,fimap
1.1144720902059453,0.12118162333426521,0.17503079447903788,0.36363636363636365,0.6666666666666666,0.06402052350099974,fimap
2.090569378436306,0.09183673469387756,0.18893237660360948,0.45454545454545453,1.0,0.043883834654100604,fimap
1.090569378436306,0.2852856210977541,0.39272512658031244,0.36363636363636365,0.6666666666666666,0.043883834654100604,fimap
1.090569378436306,0.06666666666666667,0.09267232006958033,0.36363636363636365,0.4444444444444444,0.043883834654100604,fimap
0.06666666666666667,0.16394557823129252,0.1894497627298517,0.09090909090909091,0.1111111111111111,0.023747145807201477,cadex
0.0,0.09727891156462584,0.14499114714378902,0.0,0.1111111111111111,0.0,cadex
1.0,1.0972789115646258,1.1133072407045008,0.09090909090909091,0.0,0.38685280723454163,cfproto
1.0,1.0972789115646258,1.1133072407045008,0.09090909090909091,0.0,0.38685280723454163,cfproto
1.0,1.0972789115646258,1.1133072407045008,0.09090909090909091,0.0,0.38685280723454163,cfproto
